num,Gene.Symbol,Protein.Id,Compartment,Swarup.Sharan,Ordureau.Alban,Park.Hankum,Itzhak.Daniel,KH_golgi,Organism,Uniprot_GO
29246,Tspan5,NO,Plasma membrane,0,0,0,0,0,mouse,0
29247,Tspan9,NO,Plasma membrane,0,0,0,0,0,mouse,0
29248,Tspo,NO,Mitochondria,0,0,0,0,0,mouse,0
29249,Tspo,NO,Mitochondria,0,0,0,0,0,mouse,0
29250,Tspo2,NO,ER,0,0,0,0,0,mouse,0
29251,Tspyl1,NO,Nucleus,0,0,0,0,0,mouse,0
29252,Tsr1,NO,Nucleus,0,0,0,0,0,mouse,0
29253,Tsr3,NO,Large Protein Complex,0,0,0,0,0,mouse,0
29254,Tst,NO,Mitochondria,0,0,0,0,0,mouse,0
29255,Ttbk1,NO,Cytoplasm,0,0,0,0,0,mouse,0
29256,Ttc1,NO,Plasma membrane,0,0,0,0,0,mouse,0
29257,Ttc13,NO,ER-Lumen,0,0,0,0,0,mouse,0
29258,Ttc17,NO,ER-Lumen,0,0,0,0,0,mouse,0
29259,Ttc19,NO,Mitochondria,0,0,0,0,0,mouse,0
29260,Ttc21b,NO,Large Protein Complex,0,0,0,0,0,mouse,0
29261,Ttc27,NO,Large Protein Complex,0,0,0,0,0,mouse,0
29262,Ttc3,NO,Ergic/cisGolgi,0,0,0,0,0,mouse,0
29263,Ttc39c,NO,Large Protein Complex,0,0,0,0,0,mouse,0
29264,Ttc4,NO,Endosome,0,0,0,0,0,mouse,0
29265,Ttc5,NO,Endosome,0,0,0,0,0,mouse,0
29266,Ttc7,NO,Large Protein Complex,0,0,0,0,0,mouse,0
29267,Ttf2,NO,Large Protein Complex,0,0,0,0,0,mouse,0
29268,Tti1,NO,Cytoplasm,0,0,0,0,0,mouse,0
29269,Tti2,NO,Large Protein Complex,0,0,0,0,0,mouse,0
29270,Ttk,NO,Large Protein Complex,0,0,0,0,0,mouse,0
29271,Ttll12,NO,Large Protein Complex,0,0,0,0,0,mouse,0
29272,Ttpa,NO,Cytoplasm,0,0,0,0,0,mouse,0
29273,Ttyh1,NO,Plasma membrane,0,0,0,0,0,mouse,0
29274,Ttyh2,NO,Plasma membrane,0,0,0,0,0,mouse,0
29275,Ttyh3,NO,Plasma membrane,0,0,0,0,0,mouse,0
29276,Tuba1b,NO,Large Protein Complex,0,0,0,0,0,mouse,0
29277,Tuba1c,NO,Large Protein Complex,0,0,0,0,0,mouse,0
29278,Tuba4a,NO,Large Protein Complex,0,0,0,0,0,mouse,0
29279,Tubb5,NO,Large Protein Complex,0,0,0,0,0,mouse,0
29280,Tubb2b,NO,Large Protein Complex,0,0,0,0,0,mouse,0
29281,Tubb3,NO,Mitochondria,0,0,0,0,0,mouse,0
29282,Tubb4b,NO,Large Protein Complex,0,0,0,0,0,mouse,0
29283,Tubb6,NO,Large Protein Complex,0,0,0,0,0,mouse,0
29284,Tubg1,NO,Large Protein Complex,0,0,0,0,0,mouse,0
29285,Tubgcp2,NO,Large Protein Complex,0,0,0,0,0,mouse,0
29286,Tubgcp3,NO,Large Protein Complex,0,0,0,0,0,mouse,0
29287,Tubgcp4,NO,Large Protein Complex,0,0,0,0,0,mouse,0
29288,Tubgcp5,NO,Large Protein Complex,0,0,0,0,0,mouse,0
29289,Tubgcp6,NO,Large Protein Complex,0,0,0,0,0,mouse,0
29290,Tufm,NO,Mitochondria,0,0,0,0,0,mouse,0
29291,Tulp4,NO,Cytoplasm,0,0,0,0,0,mouse,0
29292,Tusc3,NO,ER,0,0,0,0,0,mouse,0
29293,Tut1,NO,Nucleus,0,0,0,0,0,mouse,0
29294,Tvp23b,NO,Ergic/cisGolgi,0,0,0,0,0,mouse,0
29295,Twf1,NO,Large Protein Complex,0,0,0,0,0,mouse,0
29296,Twf2,NO,Golgi,0,0,0,0,0,mouse,0
29297,Twist1,NO,Nucleus,0,0,0,0,0,mouse,0
29298,Twnk,NO,Mitochondria,0,0,0,0,0,mouse,0
29299,Txlna,NO,Large Protein Complex,0,0,0,0,0,mouse,0
29300,Txlng,NO,Large Protein Complex,0,0,0,0,0,mouse,0
29301,Txn1,NO,Large Protein Complex,0,0,0,0,0,mouse,0
29302,Txn2,NO,Mitochondria,0,0,0,0,0,mouse,0
29303,Txndc11,NO,ER,0,0,0,0,0,mouse,0
29304,Txndc11,NO,ER,0,0,0,0,0,mouse,0
29305,Txndc12,NO,ER,0,0,0,0,0,mouse,0
29306,Txndc15,NO,Plasma membrane,0,0,0,0,0,mouse,0
29307,Txndc17,NO,Cytoplasm,0,0,0,0,0,mouse,0
29308,Txndc2,NO,Cytoplasm,0,0,0,0,0,mouse,0
29309,Txndc5,NO,ER,0,0,0,0,0,mouse,0
29310,Txndc9,NO,Large Protein Complex,0,0,0,0,0,mouse,0
29311,Txnip,NO,Cytoplasm,0,0,0,0,0,mouse,0
29312,Txnl1,NO,Large Protein Complex,0,0,0,0,0,mouse,0
29313,Txnl4a,NO,Nucleus,0,0,0,0,0,mouse,0
29314,Txnl4b,NO,Nucleus,0,0,0,0,0,mouse,0
29315,Txnrd1,NO,Mitochondria,0,0,0,0,0,mouse,0
29316,Txnrd2,NO,Mitochondria,0,0,0,0,0,mouse,0
29317,Tyk2,NO,Plasma membrane,0,0,0,0,0,mouse,0
29318,Tymp,NO,Large Protein Complex,0,0,0,0,0,mouse,0
29319,Tyms,NO,Large Protein Complex,0,0,0,0,0,mouse,0
29320,Tyro3,NO,Plasma membrane,0,0,0,0,0,mouse,0
29321,Tyrobp,NO,Plasma membrane,0,0,0,0,0,mouse,0
29322,Tysnd1,NO,Peroxisome,0,0,0,0,0,mouse,0
29323,Tyw1,NO,ER-Membrane,0,0,0,0,0,mouse,0
29324,U2af2,NO,Nucleus,0,0,0,0,0,mouse,0
29325,U2surp,NO,Nucleus,0,0,0,0,0,mouse,0
29326,Uaca,NO,Large Protein Complex,0,0,0,0,0,mouse,0
29327,Uap1,NO,Large Protein Complex,0,0,0,0,0,mouse,0
29328,Uba1,NO,Large Protein Complex,0,0,0,0,0,mouse,0
29329,Uba5,NO,Large Protein Complex,0,0,0,0,0,mouse,0
29330,Uba6,NO,Large Protein Complex,0,0,0,0,0,mouse,0
29331,Ubac1,NO,Cytoplasm,0,0,0,0,0,mouse,0
29332,Ubac2,NO,ER,0,0,0,0,0,mouse,0
29333,Ubap2,NO,Large Protein Complex,0,0,0,0,0,mouse,0
29334,Ube2c,NO,Large Protein Complex,0,0,0,0,0,mouse,0
29335,Ube2d1,NO,Cytoplasm,0,0,0,0,0,mouse,0
29336,Ube2d3,NO,Large Protein Complex,0,0,0,0,0,mouse,0
29337,Ube2e1,NO,Nucleus,0,0,0,0,0,mouse,0
29338,Ube2g2,NO,ER-Membrane,0,0,0,0,0,mouse,0
29339,Ube2i,NO,Large Protein Complex,0,0,0,0,0,mouse,0
29340,Ube2j1,NO,ER,0,0,0,0,0,mouse,0
29341,Ube2j2,NO,ER,0,0,0,0,0,mouse,0
29342,Ube2k,NO,Cytoplasm,0,0,0,0,0,mouse,0
29343,Ube2l3,NO,Large Protein Complex,0,0,0,0,0,mouse,0
29344,Ube2m,NO,Large Protein Complex,0,0,0,0,0,mouse,0
29345,Ube2n,NO,Large Protein Complex,0,0,0,0,0,mouse,0
29346,Ube2o,NO,Large Protein Complex,0,0,0,0,0,mouse,0
29347,Ube2q1,NO,Large Protein Complex,0,0,0,0,0,mouse,0
29348,Ube2q2,NO,Cytoplasm,0,0,0,0,0,mouse,0
29349,Ube2ql1,NO,Nucleus,0,0,0,0,0,mouse,0
29350,Ube2s,NO,Large Protein Complex,0,0,0,0,0,mouse,0
29351,Ube2t,NO,Nucleus,0,0,0,0,0,mouse,0
29352,Ube2v1,NO,Nucleus,0,0,0,0,0,mouse,0
29353,Ube2v2,NO,Large Protein Complex,0,0,0,0,0,mouse,0
29354,Ube2w,NO,Nucleus,0,0,0,0,0,mouse,0
29355,Ube3c,NO,Nucleus,0,0,0,0,0,mouse,0
29356,Ube2cbp,NO,Cytoplasm,0,0,0,0,0,mouse,0
29357,Ube4a,NO,Cytoplasm,0,0,0,0,0,mouse,0
29358,Ubfd1,NO,Large Protein Complex,0,0,0,0,0,mouse,0
29359,Ubiad1,NO,Golgi,0,0,0,0,0,mouse,0
29360,Ubl3,NO,Plasma membrane,0,0,0,0,0,mouse,0
29361,Gm44504,NO,Large Protein Complex,0,0,0,0,0,mouse,0
29362,Ubl4a,NO,Large Protein Complex,0,0,0,0,0,mouse,0
29363,Ubl4b,NO,Cytoplasm,0,0,0,0,0,mouse,0
29364,Ubl5,NO,Cytoplasm,0,0,0,0,0,mouse,0
29365,Ublcp1,NO,Nucleus,0,0,0,0,0,mouse,0
29366,Ubn1,NO,Nucleus,0,0,0,0,0,mouse,0
29367,Ubn2,NO,Nucleus,0,0,0,0,0,mouse,0
29368,Ubox5,NO,Nucleus,0,0,0,0,0,mouse,0
29369,Ubp1,NO,Nucleus,0,0,0,0,0,mouse,0
29370,Ubqln1,NO,Large Protein Complex,0,0,0,0,0,mouse,0
29371,Ubqln2,NO,Large Protein Complex,0,0,0,0,0,mouse,0
29372,Ubqln4,NO,Large Protein Complex,0,0,0,0,0,mouse,0
29373,Ubr1,NO,Cytoplasm,0,0,0,0,0,mouse,0
29374,Ubr2,NO,Nucleus,0,0,0,0,0,mouse,0
29375,Ubr4,NO,Large Protein Complex,0,0,0,0,0,mouse,0
29376,Ubr5,NO,Nucleus,0,0,0,0,0,mouse,0
29377,Ubtd2,NO,Cytoplasm,0,0,0,0,0,mouse,0
29378,Ubtf,NO,Nucleus,0,0,0,0,0,mouse,0
29379,Ubxn1,NO,Cytoplasm,0,0,0,0,0,mouse,0
29380,Ubxn4,NO,ER-Membrane,0,0,0,0,0,mouse,0
29381,Ubxn7,NO,Nucleus,0,0,0,0,0,mouse,0
29382,Ubxn8,NO,ER,0,0,0,0,0,mouse,0
29383,Ubxn8,NO,ER,0,0,0,0,0,mouse,0
29384,Uchl3,NO,Cytoplasm,0,0,0,0,0,mouse,0
29385,Uchl5,NO,Large Protein Complex,0,0,0,0,0,mouse,0
29386,Uck2,NO,Large Protein Complex,0,0,0,0,0,mouse,0
29387,Ucp1,NO,Mitochondria,0,0,0,0,0,mouse,0
29388,Ucp2,NO,Mitochondria,0,0,0,0,0,mouse,0
29389,Ucp3,NO,Mitochondria,0,0,0,0,0,mouse,0
29390,Ufc1,NO,Plasma membrane,0,0,0,0,0,mouse,0
29391,Ufl1,NO,ER-Lumen,0,0,0,0,0,mouse,0
29392,Ufm1,NO,ER,0,0,0,0,0,mouse,0
29393,Ufsp2,NO,ER-Membrane,0,0,0,0,0,mouse,0
29394,Ugcg,NO,Golgi,0,0,0,0,0,mouse,0
29395,Ugdh,NO,Large Protein Complex,0,0,0,0,0,mouse,0
29396,Uggt1,NO,Ergic/cisGolgi,0,0,0,0,0,mouse,0
29397,Uggt2,NO,Ergic/cisGolgi,0,0,0,0,0,mouse,0
29398,Ugp2,NO,Cytoplasm,0,0,0,0,0,mouse,0
29399,Ugt1a1,NO,ER,0,0,0,0,0,mouse,0
29400,Ugt1a9,NO,ER,0,0,0,0,0,mouse,0
29401,Ugt1a10,NO,ER,0,0,0,0,0,mouse,0
29402,Ugt1a2,NO,ER,0,0,0,0,0,mouse,0
29403,Ugt1a5,NO,ER,0,0,0,0,0,mouse,0
29404,Ugt1a6a,NO,ER,0,0,0,0,0,mouse,0
29405,Ugt1a6b,NO,ER,0,0,0,0,0,mouse,0
29406,Ugt1a9,NO,ER,0,0,0,0,0,mouse,0
29407,Ugt1a10,NO,ER,0,0,0,0,0,mouse,0
29408,Ugt1a9,NO,ER,0,0,0,0,0,mouse,0
29409,Ugt1a10,NO,ER,0,0,0,0,0,mouse,0
29410,Ugt1a9,NO,ER,0,0,0,0,0,mouse,0
29411,Ugt1a10,NO,ER,0,0,0,0,0,mouse,0
29412,Ugt2b34,NO,ER,0,0,0,0,0,mouse,0
29413,Ugt2b1,NO,ER,0,0,0,0,0,mouse,0
29414,Ugt2b5,NO,ER,0,0,0,0,0,mouse,0
29415,Ugt2b37,NO,ER,0,0,0,0,0,mouse,0
29416,Ugt2b38,NO,ER,0,0,0,0,0,mouse,0
29417,Ugt2b35,NO,ER,0,0,0,0,0,mouse,0
29418,Ugt2b36,NO,ER,0,0,0,0,0,mouse,0
29419,Ugt8a,NO,ER-Membrane,0,0,0,0,0,mouse,0
29420,Uhmk1,NO,Nucleus,0,0,0,0,0,mouse,0
29421,Uhrf1,NO,Nucleus,0,0,0,0,0,mouse,0
29422,Uhrf2,NO,Nucleus,0,0,0,0,0,mouse,0
29423,Uimc1,NO,Nucleus,0,0,0,0,0,mouse,0
29424,Umps,NO,Golgi,0,0,0,0,0,mouse,0
29425,Unc119b,NO,Large Protein Complex,0,0,0,0,0,mouse,0
29426,Unc45a,NO,Large Protein Complex,0,0,0,0,0,mouse,0
29427,Unc45b,NO,Cytoplasm,0,0,0,0,0,mouse,0
29428,Unc50,NO,Plasma membrane,0,0,0,0,0,mouse,0
29429,Unc5a,NO,Plasma membrane,0,0,0,0,0,mouse,0
29430,Unc5b,NO,Plasma membrane,0,0,0,0,0,mouse,0
29431,Unc5c,NO,Plasma membrane,0,0,0,0,0,mouse,0
29432,Unc5d,NO,Plasma membrane,0,0,0,0,0,mouse,0
29433,Unc93a2,NO,Plasma membrane,0,0,0,0,0,mouse,0
29434,Unc93a,NO,Plasma membrane,0,0,0,0,0,mouse,0
29435,Unc93b1,NO,ER,0,0,0,0,0,mouse,0
29436,Uncx,NO,Nucleus,0,0,0,0,0,mouse,0
29437,Ung,NO,Mitochondria,0,0,0,0,0,mouse,0
29438,Unk,NO,Cytoplasm,0,0,0,0,0,mouse,0
29439,Upb1,NO,Cytoplasm,0,0,0,0,0,mouse,0
29440,Upf1,NO,Large Protein Complex,0,0,0,0,0,mouse,0
29441,Upf2,NO,Large Protein Complex,0,0,0,0,0,mouse,0
29442,Upf3a,NO,Large Protein Complex,0,0,0,0,0,mouse,0
29443,Upf3b,NO,Large Protein Complex,0,0,0,0,0,mouse,0
29444,Upk3a,NO,ER,0,0,0,0,0,mouse,0
29445,Upp1,NO,Large Protein Complex,0,0,0,0,0,mouse,0
29446,Uqcc1,NO,Mitochondria,0,0,0,0,0,mouse,0
29447,Uqcc2,NO,Mitochondria,0,0,0,0,0,mouse,0
29448,Uqcc3,NO,Mitochondria,0,0,0,0,0,mouse,0
29449,Uqcr10,NO,Mitochondria,0,0,0,0,0,mouse,0
29450,Uqcr11,NO,Mitochondria,0,0,0,0,0,mouse,0
29451,Uqcrb,NO,Mitochondria,0,0,0,0,0,mouse,0
29452,Uqcrc1,NO,Mitochondria,0,0,0,0,0,mouse,0
29453,Uqcrc2,NO,Mitochondria,0,0,0,0,0,mouse,0
29454,Uqcrfs1,NO,Mitochondria,0,0,0,0,0,mouse,0
29455,Uqcrh-ps1,NO,Mitochondria,0,0,0,0,0,mouse,0
29456,Uqcrh,NO,Mitochondria,0,0,0,0,0,mouse,0
29457,Uqcrq,NO,Mitochondria,0,0,0,0,0,mouse,0
29458,Urad,NO,Peroxisome,0,0,0,0,0,mouse,0
29459,Urb1,NO,Nucleus,0,0,0,0,0,mouse,0
29460,Urb2,NO,Nucleus,0,0,0,0,0,mouse,0
29461,Uri1,NO,Large Protein Complex,0,0,0,0,0,mouse,0
29462,Urm1,NO,Cytoplasm,0,0,0,0,0,mouse,0
29463,Urod,NO,Cytoplasm,0,0,0,0,0,mouse,0
29464,Usb1,NO,Nucleus,0,0,0,0,0,mouse,0
29465,Use1,NO,ER,0,0,0,0,0,mouse,0
29466,Usf1,NO,Nucleus,0,0,0,0,0,mouse,0
29467,Usf2,NO,Nucleus,0,0,0,0,0,mouse,0
29468,Usf3,NO,Nucleus,0,0,0,0,0,mouse,0
29469,Uso1,NO,Plasma membrane,0,0,0,0,0,mouse,0
29470,Usp1,NO,Nucleus,0,0,0,0,0,mouse,0
29471,Usp10,NO,Large Protein Complex,0,0,0,0,0,mouse,0
29472,Usp14,NO,Large Protein Complex,0,0,0,0,0,mouse,0
29473,Usp15,NO,Large Protein Complex,0,0,0,0,0,mouse,0
29474,Usp16,NO,Nucleus,0,0,0,0,0,mouse,0
29475,Usp19,NO,ER,0,0,0,0,0,mouse,0
29476,Usp19,NO,Plasma membrane,0,0,0,0,0,mouse,0
29477,Usp22,NO,Nucleus,0,0,0,0,0,mouse,0
29478,Usp24,NO,Large Protein Complex,0,0,0,0,0,mouse,0
29479,Usp26,NO,Nucleus,0,0,0,0,0,mouse,0
29480,Usp28,NO,Nucleus,0,0,0,0,0,mouse,0
29481,Usp3,NO,Nucleus,0,0,0,0,0,mouse,0
29482,Usp30,NO,Mitochondria,0,0,0,0,0,mouse,0
29483,Usp32,NO,Golgi,0,0,0,0,0,mouse,0
29484,Usp33,NO,Plasma membrane,0,0,0,0,0,mouse,0
29485,Usp36,NO,Nucleus,0,0,0,0,0,mouse,0
29486,Usp39,NO,Nucleus,0,0,0,0,0,mouse,0
29487,Usp42,NO,Nucleus,0,0,0,0,0,mouse,0
29488,Usp43,NO,Large Protein Complex,0,0,0,0,0,mouse,0
29489,Usp44,NO,Nucleus,0,0,0,0,0,mouse,0
29490,Usp46,NO,Ergic/cisGolgi,0,0,0,0,0,mouse,0
29491,Usp47,NO,Cytoplasm,0,0,0,0,0,mouse,0
29492,Usp47,NO,Large Protein Complex,0,0,0,0,0,mouse,0
29493,Usp49,NO,Nucleus,0,0,0,0,0,mouse,0
29494,Usp5,NO,Large Protein Complex,0,0,0,0,0,mouse,0
29495,Usp6nl,NO,Golgi,0,0,0,0,0,mouse,0
29496,Usp7,NO,Large Protein Complex,0,0,0,0,0,mouse,0
29497,Usp8,NO,Endosome,0,0,0,0,0,mouse,0
29498,Usp9x,NO,Large Protein Complex,0,0,0,0,0,mouse,0
29499,Usp9y,NO,Cytoplasm,0,0,0,0,0,mouse,0
29500,Uspl1,NO,Nucleus,0,0,0,0,0,mouse,0
29501,Ust,NO,Golgi,0,0,0,0,0,mouse,0
29502,Utf1,NO,Nucleus,0,0,0,0,0,mouse,0
29503,Utp11,NO,Nucleus,0,0,0,0,0,mouse,0
29504,Utp14a,NO,Nucleus,0,0,0,0,0,mouse,0
29505,Utp14b,NO,Nucleus,0,0,0,0,0,mouse,0
29506,Utp15,NO,Nucleus,0,0,0,0,0,mouse,0
29507,Utp18,NO,Nucleus,0,0,0,0,0,mouse,0
29508,Utp20,NO,Nucleus,0,0,0,0,0,mouse,0
29509,Utp23,NO,Nucleus,0,0,0,0,0,mouse,0
29510,Utp3,NO,Nucleus,0,0,0,0,0,mouse,0
29511,Utp4,NO,Nucleus,0,0,0,0,0,mouse,0
29512,Utp6,NO,Nucleus,0,0,0,0,0,mouse,0
29513,Utrn,NO,Actin binding proteins,0,0,0,0,0,mouse,0
29514,Uts2,NO,ER,0,0,0,0,0,mouse,0
29515,Uts2r,NO,Plasma membrane,0,0,0,0,0,mouse,0
29516,Uvrag,NO,Endosome,0,0,0,0,0,mouse,0
29517,Uxs1,NO,Golgi,0,0,0,0,0,mouse,0
29518,Uxt,NO,Large Protein Complex,0,0,0,0,0,mouse,0
29519,Vac14,NO,Endosome,0,0,0,0,0,mouse,0
29520,Vamp2,NO,Endosome,0,0,0,0,0,mouse,0
29521,Vamp3,NO,Endosome,0,0,0,0,0,mouse,0
29522,Vamp4,NO,Endosome,0,0,0,0,0,mouse,0
29523,Vamp7,NO,Endosome,0,0,0,0,0,mouse,0
29524,Vamp8,NO,Endosome,0,0,0,0,0,mouse,0
29525,Vangl1,NO,Plasma membrane,0,0,0,0,0,mouse,0
29526,Vangl2,NO,Plasma membrane,0,0,0,0,0,mouse,0
29527,Vapa,NO,ER,0,0,0,0,0,mouse,0
29528,Vapa,NO,ER-Membrane,0,0,0,0,0,mouse,0
29529,Vapb,NO,ER,0,0,0,0,0,mouse,0
29530,Vars2,NO,Mitochondria,0,0,0,0,0,mouse,0
29531,Vars2,NO,Mitochondria,0,0,0,0,0,mouse,0
29532,Vasn,NO,Plasma membrane,0,0,0,0,0,mouse,0
29533,Vasp,NO,Large Protein Complex,0,0,0,0,0,mouse,0
29534,Vat1,NO,Large Protein Complex,0,0,0,0,0,mouse,0
29535,Vax1,NO,Nucleus,0,0,0,0,0,mouse,0
29536,Vax2,NO,Nucleus,0,0,0,0,0,mouse,0
29537,Vbp1,NO,Large Protein Complex,0,0,0,0,0,mouse,0
29538,Vcl,NO,Golgi,0,0,0,0,0,mouse,0
29539,Vcp,NO,Plasma membrane,0,0,0,0,0,mouse,0
29540,Vcpip1,NO,Large Protein Complex,0,0,0,0,0,mouse,0
29541,Vcpkmt,NO,Cytoplasm,0,0,0,0,0,mouse,0
29542,Vdac1,NO,Mitochondrion-OM,0,0,0,0,0,mouse,0
29543,Vdac2,NO,Mitochondria,0,0,0,0,0,mouse,0
29544,Vdac3,NO,Mitochondria,0,0,0,0,0,mouse,0
29545,Vezf1,NO,Nucleus,0,0,0,0,0,mouse,0
29546,Vezt,NO,ER,0,0,0,0,0,mouse,0
29547,Vgll1,NO,Nucleus,0,0,0,0,0,mouse,0
29548,Vgll2,NO,Nucleus,0,0,0,0,0,mouse,0
29549,Vgll3,NO,Nucleus,0,0,0,0,0,mouse,0
29550,Vgll4,NO,Nucleus,0,0,0,0,0,mouse,0
29551,Vim,NO,Large Protein Complex,0,0,0,0,0,mouse,0
29552,Vipas39,NO,Endosome,0,0,0,0,0,mouse,0
29553,Vipr1,NO,Plasma membrane,0,0,0,0,0,mouse,0
29554,Vipr2,NO,Plasma membrane,0,0,0,0,0,mouse,0
29555,Vkorc1,NO,ER,0,0,0,0,0,mouse,0
29556,Vkorc1l1,NO,ER,0,0,0,0,0,mouse,0
29557,Vldlr,NO,Endosome,0,0,0,0,0,mouse,0
29558,Vldlr,NO,Endosome,0,0,0,0,0,mouse,0
29559,Vmp1,NO,Ergic/cisGolgi,0,0,0,0,0,mouse,0
29560,Vmn1r224,NO,Plasma membrane,0,0,0,0,0,mouse,0
29561,Vmn1r237,NO,Plasma membrane,0,0,0,0,0,mouse,0
29562,Vnn1,NO,Plasma membrane,0,0,0,0,0,mouse,0
29563,Vopp1,NO,Endosome,0,0,0,0,0,mouse,0
29564,Vps11,NO,Endosome,0,0,0,0,0,mouse,0
29565,Vps13a,NO,Mitochondrion-Mtx,0,0,0,0,0,mouse,0
29566,Vps13c,NO,Mitochondria,0,0,0,0,0,mouse,0
29567,Vps13d,NO,Mitochondria,0,0,0,0,0,mouse,0
29568,Vps16,NO,Endosome,0,0,0,0,0,mouse,0
29569,Vps18,NO,Endosome,0,0,0,0,0,mouse,0
29570,Vps25,NO,Large Protein Complex,0,0,0,0,0,mouse,0
29571,Vps26a,NO,Endosome,0,0,0,0,0,mouse,0
29572,Vps26b,NO,Endosome,0,0,0,0,0,mouse,0
29573,Vps26c,NO,Endosome,0,0,0,0,0,mouse,0
29574,Vps28,NO,Large Protein Complex,0,0,0,0,0,mouse,0
29575,Vps29,NO,Endosome,0,0,0,0,0,mouse,0
29576,Vps33a,NO,Endosome,0,0,0,0,0,mouse,0
29577,Vps33b,NO,Endosome,0,0,0,0,0,mouse,0
29578,Vps35,NO,Endosome,0,0,0,0,0,mouse,0
29579,Vps35l,NO,Endosome,0,0,0,0,0,mouse,0
29580,Vps36,NO,Large Protein Complex,0,0,0,0,0,mouse,0
29581,Vps37b,NO,Endosome,0,0,0,0,0,mouse,0
29582,Vps37c,NO,Endosome,0,0,0,0,0,mouse,0
29583,Vps37d,NO,Endosome,0,0,0,0,0,mouse,0
29584,Vps39,NO,Endosome,0,0,0,0,0,mouse,0
29585,Vps41,NO,Endosome,0,0,0,0,0,mouse,0
29586,Vps45,NO,Golgi,0,0,0,0,0,mouse,0
29587,Vps4a,NO,Endosome,0,0,0,0,0,mouse,0
29588,Vps4b,NO,Endosome,0,0,0,0,0,mouse,0
29589,Vps50,NO,Endosome,0,0,0,0,0,mouse,0
29590,Vps51,NO,Golgi,0,0,0,0,0,mouse,0
29591,Vps52,NO,Golgi,0,0,0,0,0,mouse,0
29592,Vps53,NO,Large Protein Complex,0,0,0,0,0,mouse,0
29593,Vps53,NO,Golgi,0,0,0,0,0,mouse,0
29594,Vps54,NO,Golgi,0,0,0,0,0,mouse,0
29595,Vps72,NO,Nucleus,0,0,0,0,0,mouse,0
29596,Vps8,NO,Endosome,0,0,0,0,0,mouse,0
29597,Vrk1,NO,Plasma membrane,0,0,0,0,0,mouse,0
29598,Vrk2,NO,ER-Membrane,0,0,0,0,0,mouse,0
29599,Vrk3,NO,Nucleus,0,0,0,0,0,mouse,0
29600,Vsir,NO,Plasma membrane,0,0,0,0,0,mouse,0
29601,Vstm5,NO,Plasma membrane,0,0,0,0,0,mouse,0
29602,Vsx1,NO,Nucleus,0,0,0,0,0,mouse,0
29603,Vsx2,NO,Nucleus,0,0,0,0,0,mouse,0
29604,Vta1,NO,Endosome,0,0,0,0,0,mouse,0
29605,Vtcn1,NO,Plasma membrane,0,0,0,0,0,mouse,0
29606,Vti1a,NO,Endosome,0,0,0,0,0,mouse,0
29607,Vti1b,NO,Endosome,0,0,0,0,0,mouse,0
29608,Vtn,NO,Endosome,0,0,0,0,0,mouse,0
29609,Vwa3b,NO,Cytoplasm,0,0,0,0,0,mouse,0
29610,Vwa8,NO,Mitochondria,0,0,0,0,0,mouse,0
29611,Wac,NO,Nucleus,0,0,0,0,0,mouse,0
29612,Wars1,NO,Cytoplasm,0,0,0,0,0,mouse,0
29613,Wars2,NO,Mitochondria,0,0,0,0,0,mouse,0
29614,Wasf1,NO,Large Protein Complex,0,0,0,0,0,mouse,0
29615,Wasf2,NO,Large Protein Complex,0,0,0,0,0,mouse,0
29616,Washc1,NO,Endosome,0,0,0,0,0,mouse,0
29617,Washc2,NO,Endosome,0,0,0,0,0,mouse,0
29618,Washc2,NO,Endosome,0,0,0,0,0,mouse,0
29619,Washc3,NO,Endosome,0,0,0,0,0,mouse,0
29620,Washc4,NO,Endosome,0,0,0,0,0,mouse,0
29621,Washc5,NO,Endosome,0,0,0,0,0,mouse,0
29622,Wbp11,NO,Large Protein Complex,0,0,0,0,0,mouse,0
29623,Wbp4,NO,Nucleus,0,0,0,0,0,mouse,0
29624,Wdfy1,NO,Endosome,0,0,0,0,0,mouse,0
29625,Wdfy2,NO,Endosome,0,0,0,0,0,mouse,0
29626,Wdhd1,NO,Nucleus,0,0,0,0,0,mouse,0
29627,Wdr1,NO,Actin binding proteins,0,0,0,0,0,mouse,0
29628,Wdr11,NO,Large Protein Complex,0,0,0,0,0,mouse,0
29629,Wdr12,NO,Nucleus,0,0,0,0,0,mouse,0
29630,Wdr13,NO,Nucleus,0,0,0,0,0,mouse,0
29631,Wdr18,NO,Large Protein Complex,0,0,0,0,0,mouse,0
29632,Wdr19,NO,Large Protein Complex,0,0,0,0,0,mouse,0
29633,Wdr20,NO,Large Protein Complex,0,0,0,0,0,mouse,0
29634,Wdr24,NO,Large Protein Complex,0,0,0,0,0,mouse,0
29635,Wdr24,NO,Lysosome,0,0,0,0,0,mouse,0
29636,Wdr26,NO,Large Protein Complex,0,0,0,0,0,mouse,0
29637,Wdr3,NO,Nucleus,0,0,0,0,0,mouse,0
29638,Wdr33,NO,Nucleus,0,0,0,0,0,mouse,0
29639,Wdr35,NO,Large Protein Complex,0,0,0,0,0,mouse,0
29640,Wdr36,NO,Nucleus,0,0,0,0,0,mouse,0
29641,Wdr4,NO,Nucleus,0,0,0,0,0,mouse,0
29642,Wdr41,NO,Cytoplasm,0,0,0,0,0,mouse,0
29643,Wdr43,NO,Nucleus,0,0,0,0,0,mouse,0
29644,Wdr44,NO,Large Protein Complex,0,0,0,0,0,mouse,0
